especie;serie;numero;dia;uf;valor_contabil;codificacao_contabil;codificacao_fiscal;icms-ipi;base_calculo;aliq;imposto_debitado;nao-tributada;outras;obs;pagina;cnjp;data_ini;data_fin
NF;1;455931;01;SC;18057,68;5905;5905;ICMS;0,00;0,00;0,00;0,00;18057,68;;2;86.547.619/0108-75;01/10/2008;31/10/2008
NF;;455907;;;;;;IPI;0,00;;0,00;0,00;18057,68;;2;86.547.619/0108-75;01/10/2008;31/10/2008
NF;1;455932;01;SC;11418,75;5905;5905;ICMS;0,00;0,00;0,00;0,00;11418,75;;2;86.547.619/0108-75;01/10/2008;31/10/2008
NF;;455908;;;;;;IPI;0,00;;0,00;0,00;11418,75;;2;86.547.619/0108-75;01/10/2008;31/10/2008
NF;1;455933;01;SC;65172,00;5905;5905;ICMS;0,00;0,00;0,00;0,00;65172,00;;2;86.547.619/0108-75;01/10/2008;31/10/2008
NF;;455909;;;;;;IPI;0,00;;0,00;0,00;65172,00;;2;86.547.619/0108-75;01/10/2008;31/10/2008
NF;1;455934;01;SC;99050,39;5905;5905;ICMS;0,00;0,00;0,00;99050,39;0,00;;2;86.547.619/0108-75;01/10/2008;31/10/2008
NF;;455910;;;;;;IPI;0,00;;0,00;0,00;99050,39;;2;86.547.619/0108-75;01/10/2008;31/10/2008
NF;1;455935;01;EX;155337,06;7501;7501;ICMS;0,00;0,00;0,00;155337,06;0,00;;2;86.547.619/0108-75;01/10/2008;31/10/2008
NF;;455911;;;;;;IPI;0,00;;0,00;0,00;155337,06;;2;86.547.619/0108-75;01/10/2008;31/10/2008
NF;1;455936;01;EX;139762,77;7127;7127;ICMS;0,00;0,00;0,00;139762,77;0,00;;2;86.547.619/0108-75;01/10/2008;31/10/2008
NF;;455912;;;;;;IPI;0,00;;0,00;0,00;139762,77;;2;86.547.619/0108-75;01/10/2008;31/10/2008
NF;1;455937;01;EX;31235,83;7127;7127;ICMS;0,00;0,00;0,00;31235,83;0,00;;2;86.547.619/0108-75;01/10/2008;31/10/2008
NF;;455913;;;;;;IPI;0,00;;0,00;0,00;31235,83;;2;86.547.619/0108-75;01/10/2008;31/10/2008
NF;1;455938;01;EX;91749,77;7127;7127;ICMS;0,00;0,00;0,00;91749,77;0,00;;3;86.547.619/0108-75;01/10/2008;31/10/2008
NF;;455891;;;;;;IPI;0,00;;0,00;0,00;91749,77;;3;86.547.619/0108-75;01/10/2008;31/10/2008
NF;1;455939;01;EX;57730,74;7127;7127;ICMS;0,00;0,00;0,00;57730,74;0,00;;3;86.547.619/0108-75;01/10/2008;31/10/2008
NF;;455892;;;;;;IPI;0,00;;0,00;0,00;57730,74;;3;86.547.619/0108-75;01/10/2008;31/10/2008
NF;1;455940;01;EX;108134,22;7127;7127;ICMS;0,00;0,00;0,00;108134,22;0,00;;3;86.547.619/0108-75;01/10/2008;31/10/2008
NF;;455893;;;;;;IPI;0,00;;0,00;0,00;108134,22;;3;86.547.619/0108-75;01/10/2008;31/10/2008
NF;1;455941;01;EX;8786,52;7127;7127;ICMS;0,00;0,00;0,00;8786,52;0,00;;3;86.547.619/0108-75;01/10/2008;31/10/2008
NF;;455894;;;;;;IPI;0,00;;0,00;0,00;8786,52;;3;86.547.619/0108-75;01/10/2008;31/10/2008
NF;1;455942;01;EX;87421,50;7501;7501;ICMS;0,00;0,00;0,00;87421,50;0,00;;3;86.547.619/0108-75;01/10/2008;31/10/2008
NF;;455895;;;;;;IPI;0,00;;0,00;0,00;87421,50;;3;86.547.619/0108-75;01/10/2008;31/10/2008
NF;1;455943;01;EX;25147,03;7501;7501;ICMS;0,00;0,00;0,00;25147,03;0,00;;3;86.547.619/0108-75;01/10/2008;31/10/2008
NF;;455896;;;;;;IPI;0,00;;0,00;0,00;25147,03;;3;86.547.619/0108-75;01/10/2008;31/10/2008
NF;1;455944;01;EX;23271,76;7127;7127;ICMS;0,00;0,00;0,00;23271,76;0,00;;3;86.547.619/0108-75;01/10/2008;31/10/2008
NF;;455897;;;;;;IPI;0,00;;0,00;0,00;23271,76;;3;86.547.619/0108-75;01/10/2008;31/10/2008
NF;1;455945;01;EX;25817,32;7127;7127;ICMS;0,00;0,00;0,00;25817,32;0,00;;3;86.547.619/0108-75;01/10/2008;31/10/2008
NF;;455898;;;;;;IPI;0,00;;0,00;0,00;25817,32;;3;86.547.619/0108-75;01/10/2008;31/10/2008
NF;1;455946;01;EX;102753,60;7127;7127;ICMS;0,00;0,00;0,00;102753,60;0,00;;3;86.547.619/0108-75;01/10/2008;31/10/2008
NF;;455899;;;;;;IPI;0,00;;0,00;0,00;102753,60;;3;86.547.619/0108-75;01/10/2008;31/10/2008
NF;1;455947;01;EX;298506,00;7127;7127;ICMS;0,00;0,00;0,00;298506,00;0,00;;3;86.547.619/0108-75;01/10/2008;31/10/2008
NF;;455900;;;;;;IPI;0,00;;0,00;0,00;298506,00;;3;86.547.619/0108-75;01/10/2008;31/10/2008
NF;1;455948;01;EX;201491,55;7127;7127;ICMS;0,00;0,00;0,00;201491,55;0,00;;3;86.547.619/0108-75;01/10/2008;31/10/2008
NF;;455901;;;;;;IPI;0,00;;0,00;0,00;201491,55;;3;86.547.619/0108-75;01/10/2008;31/10/2008
NF;1;455949;01;EX;54709,26;7127;7127;ICMS;0,00;0,00;0,00;54709,26;0,00;;3;86.547.619/0108-75;01/10/2008;31/10/2008
NF;;455902;;;;;;IPI;0,00;;0,00;0,00;54709,26;;3;86.547.619/0108-75;01/10/2008;31/10/2008
NF;1;455950;01;EX;114405,29;7127;7127;ICMS;0,00;0,00;0,00;114405,29;0,00;;3;86.547.619/0108-75;01/10/2008;31/10/2008
NF;;455903;;;;;;IPI;0,00;;0,00;0,00;114405,29;;3;86.547.619/0108-75;01/10/2008;31/10/2008
NF;1;455951;01;EX;61697,83;7501;7501;ICMS;0,00;0,00;0,00;61697,83;0,00;;3;86.547.619/0108-75;01/10/2008;31/10/2008
NF;;455904;;;;;;IPI;0,00;;0,00;0,00;61697,83;;3;86.547.619/0108-75;01/10/2008;31/10/2008
NF;1;455952;01;EX;85331,98;7501;7501;ICMS;0,00;0,00;0,00;85331,98;0,00;;3;86.547.619/0108-75;01/10/2008;31/10/2008
NF;;455905;;;;;;IPI;0,00;;0,00;0,00;85331,98;;3;86.547.619/0108-75;01/10/2008;31/10/2008
NF;1;455953;01;EX;135884,63;7501;7501;ICMS;0,00;0,00;0,00;135884,63;0,00;;3;86.547.619/0108-75;01/10/2008;31/10/2008
NF;;455906;;;;;;IPI;0,00;;0,00;0,00;135884,63;;3;86.547.619/0108-75;01/10/2008;31/10/2008
NF;1;455954;01;EX;199004,00;7127;7127;ICMS;0,00;0,00;0,00;199004,00;0,00;;3;86.547.619/0108-75;01/10/2008;31/10/2008
NF;;455907;;;;;;IPI;0,00;;0,00;0,00;199004,00;;3;86.547.619/0108-75;01/10/2008;31/10/2008
NF;1;455955;01;EX;136788,94;7127;7127;ICMS;0,00;0,00;0,00;136788,94;0,00;;3;86.547.619/0108-75;01/10/2008;31/10/2008
NF;;455908;;;;;;IPI;0,00;;0,00;0,00;136788,94;;3;86.547.619/0108-75;01/10/2008;31/10/2008
NF;1;455956;01;EX;226697,89;7501;7501;ICMS;0,00;0,00;0,00;226697,89;0,00;;3;86.547.619/0108-75;01/10/2008;31/10/2008
NF;;455909;;;;;;IPI;0,00;;0,00;0,00;226697,89;;3;86.547.619/0108-75;01/10/2008;31/10/2008
NF;1;455957;01;EX;30569,58;7127;7127;ICMS;0,00;0,00;0,00;30569,58;0,00;;3;86.547.619/0108-75;01/10/2008;31/10/2008
NF;;455910;;;;;;IPI;0,00;;0,00;0,00;30569,58;;3;86.547.619/0108-75;01/10/2008;31/10/2008
NF;1;455958;01;EX;29727,31;7127;7127;ICMS;0,00;0,00;0,00;29727,31;0,00;;3;86.547.619/0108-75;01/10/2008;31/10/2008
NF;;455911;;;;;;IPI;0,00;;0,00;0,00;29727,31;;3;86.547.619/0108-75;01/10/2008;31/10/2008
NF;1;455959;01;EX;28305,16;7127;7127;ICMS;0,00;0,00;0,00;28305,16;0,00;;3;86.547.619/0108-75;01/10/2008;31/10/2008
NF;;455912;;;;;;IPI;0,00;;0,00;0,00;28305,16;;3;86.547.619/0108-75;01/10/2008;31/10/2008
NF;1;455960;01;EX;29727,31;7127;7127;ICMS;0,00;0,00;0,00;29727,31;0,00;;3;86.547.619/0108-75;01/10/2008;31/10/2008
NF;;455913;;;;;;IPI;0,00;;0,00;0,00;29727,31;;3;86.547.619/0108-75;01/10/2008;31/10/2008
NF;1;455961;01;EX;29727,31;7127;7127;ICMS;0,00;0,00;0,00;29727,31;0,00;;3;86.547.619/0108-75;01/10/2008;31/10/2008
NF;;455961;;;;;;IPI;0,00;;0,00;0,00;29727,31;;4;86.547.619/0108-75;01/10/2008;31/10/2008
NF;1;455962;01;EX;29713,52;7127;7127;ICMS;0,00;0,00;0,00;29713,52;0,00;;4;86.547.619/0108-75;01/10/2008;31/10/2008
NF;;455891;;;;;;IPI;0,00;;0,00;0,00;29713,52;;4;86.547.619/0108-75;01/10/2008;31/10/2008
NF;1;455963;01;EX;90847,22;7127;7127;ICMS;0,00;0,00;0,00;90847,22;0,00;;4;86.547.619/0108-75;01/10/2008;31/10/2008
NF;;455892;;;;;;IPI;0,00;;0,00;0,00;90847,22;;4;86.547.619/0108-75;01/10/2008;31/10/2008
NF;1;455964;01;SC;136316,40;5905;5905;ICMS;0,00;0,00;0,00;0,00;136316,40;;4;86.547.619/0108-75;01/10/2008;31/10/2008
NF;;455893;;;;;;IPI;0,00;;0,00;0,00;136316,40;;4;86.547.619/0108-75;01/10/2008;31/10/2008
NF;1;455965;01;SC;5553,90;5905;5905;ICMS;0,00;0,00;0,00;0,00;5553,90;;4;86.547.619/0108-75;01/10/2008;31/10/2008
NF;;455894;;;;;;IPI;0,00;;0,00;0,00;5553,90;;4;86.547.619/0108-75;01/10/2008;31/10/2008
NF;1;455966;01;SC;5832,00;5905;5905;ICMS;0,00;0,00;0,00;0,00;5832,00;;4;86.547.619/0108-75;01/10/2008;31/10/2008
NF;;455895;;;;;;IPI;0,00;;0,00;0,00;5832,00;;4;86.547.619/0108-75;01/10/2008;31/10/2008
NF;1;455967;01;SC;6876,30;5905;5905;ICMS;0,00;0,00;0,00;0,00;6876,30;;4;86.547.619/0108-75;01/10/2008;31/10/2008
NF;;455896;;;;;;IPI;0,00;;0,00;0,00;6876,30;;4;86.547.619/0108-75;01/10/2008;31/10/2008
NF;1;455968;01;SC;23652,00;5905;5905;ICMS;0,00;0,00;0,00;0,00;23652,00;;4;86.547.619/0108-75;01/10/2008;31/10/2008
NF;;455897;;;;;;IPI;0,00;;0,00;0,00;23652,00;;4;86.547.619/0108-75;01/10/2008;31/10/2008
NF;1;455969;01;SC;17344,20;5905;5905;ICMS;0,00;0,00;0,00;0,00;17344,20;;4;86.547.619/0108-75;01/10/2008;31/10/2008
NF;;455898;;;;;;IPI;0,00;;0,00;0,00;17344,20;;4;86.547.619/0108-75;01/10/2008;31/10/2008
NF;1;455970;01;SC;18821,88;5905;5905;ICMS;0,00;0,00;0,00;0,00;18821,88;;4;86.547.619/0108-75;01/10/2008;31/10/2008
NF;;455899;;;;;;IPI;0,00;;0,00;0,00;18821,88;;4;86.547.619/0108-75;01/10/2008;31/10/2008
NF;1;455971;01;SC;7881,73;5905;5905;ICMS;0,00;0,00;0,00;0,00;7881,73;;4;86.547.619/0108-75;01/10/2008;31/10/2008
NF;;455900;;;;;;IPI;0,00;;0,00;0,00;7881,73;;4;86.547.619/0108-75;01/10/2008;31/10/2008
NF;1;455972;01;SC;41166,70;5905;5905;ICMS;0,00;0,00;0,00;0,00;41166,70;;4;86.547.619/0108-75;01/10/2008;31/10/2008
NF;;455901;;;;;;IPI;0,00;;0,00;0,00;41166,70;;4;86.547.619/0108-75;01/10/2008;31/10/2008
NF;1;455973;01;SC;4452,84;5905;5905;ICMS;0,00;0,00;0,00;0,00;4452,84;;4;86.547.619/0108-75;01/10/2008;31/10/2008
NF;;455902;;;;;;IPI;0,00;;0,00;0,00;4452,84;;4;86.547.619/0108-75;01/10/2008;31/10/2008
NF;1;455974;01;SC;52849,44;5905;5905;ICMS;0,00;0,00;0,00;0,00;52849,44;;4;86.547.619/0108-75;01/10/2008;31/10/2008
NF;;455903;;;;;;IPI;0,00;;0,00;0,00;52849,44;;4;86.547.619/0108-75;01/10/2008;31/10/2008
NF;1;455975;01;SC;139150,00;5905;5905;ICMS;0,00;0,00;0,00;0,00;139150,00;;4;86.547.619/0108-75;01/10/2008;31/10/2008
NF;;455904;;;;;;IPI;0,00;;0,00;0,00;139150,00;;4;86.547.619/0108-75;01/10/2008;31/10/2008
NF;1;455976;01;SC;139150,00;5905;5905;ICMS;0,00;0,00;0,00;0,00;139150,00;;4;86.547.619/0108-75;01/10/2008;31/10/2008
NF;;455905;;;;;;IPI;0,00;;0,00;0,00;139150,00;;4;86.547.619/0108-75;01/10/2008;31/10/2008
NF;1;455977;01;SC;160450,00;5905;5905;ICMS;0,00;0,00;0,00;0,00;160450,00;;4;86.547.619/0108-75;01/10/2008;31/10/2008
NF;;455906;;;;;;IPI;0,00;;0,00;0,00;160450,00;;4;86.547.619/0108-75;01/10/2008;31/10/2008
NF;1;455978;01;SC;82087,80;5905;5905;ICMS;0,00;0,00;0,00;82087,80;0,00;;4;86.547.619/0108-75;01/10/2008;31/10/2008
NF;;455907;;;;;;IPI;0,00;;0,00;0,00;82087,80;;4;86.547.619/0108-75;01/10/2008;31/10/2008
NF;1;455979;01;SC;43714,56;5905;5905;ICMS;0,00;0,00;0,00;43714,56;0,00;;4;86.547.619/0108-75;01/10/2008;31/10/2008
NF;;455908;;;;;;IPI;0,00;;0,00;0,00;43714,56;;4;86.547.619/0108-75;01/10/2008;31/10/2008
NF;1;455980;01;SC;57883,68;5905;5905;ICMS;0,00;0,00;0,00;57883,68;0,00;;4;86.547.619/0108-75;01/10/2008;31/10/2008
NF;;455909;;;;;;IPI;0,00;;0,00;0,00;57883,68;;4;86.547.619/0108-75;01/10/2008;31/10/2008
NF;1;455981;01;SC;55180,20;5905;5905;ICMS;0,00;0,00;0,00;55180,20;0,00;;4;86.547.619/0108-75;01/10/2008;31/10/2008
NF;;455910;;;;;;IPI;0,00;;0,00;0,00;55180,20;;4;86.547.619/0108-75;01/10/2008;31/10/2008
NF;1;455982;01;EX;162130,91;7501;7501;ICMS;0,00;0,00;0,00;162130,91;0,00;;4;86.547.619/0108-75;01/10/2008;31/10/2008
NF;;455911;;;;;;IPI;0,00;;0,00;0,00;162130,91;;4;86.547.619/0108-75;01/10/2008;31/10/2008
NF;1;455983;01;EX;109475,14;7127;7127;ICMS;0,00;0,00;0,00;109475,14;0,00;;4;86.547.619/0108-75;01/10/2008;31/10/2008
NF;;455912;;;;;;IPI;0,00;;0,00;0,00;109475,14;;4;86.547.619/0108-75;01/10/2008;31/10/2008
NF;1;455984;01;EX;;;;;;;;;;Cancelada;4;86.547.619/0108-75;01/10/2008;31/10/2008
NF;1;455985;01;EX;49040,79;7127;7127;ICMS;0,00;0,00;0,00;49040,79;0,00;;4;86.547.619/0108-75;01/10/2008;31/10/2008
NF;;455985;;;;;;IPI;0,00;;0,00;0,00;49040,79;;5;86.547.619/0108-75;01/10/2008;31/10/2008
NF;1;455986;01;EX;76842,71;7127;7127;ICMS;0,00;0,00;0,00;76842,71;0,00;;5;86.547.619/0108-75;01/10/2008;31/10/2008
NF;;455891;;;;;;IPI;0,00;;0,00;0,00;76842,71;;5;86.547.619/0108-75;01/10/2008;31/10/2008
NF;1;455987;01;EX;146612,91;7127;7127;ICMS;0,00;0,00;0,00;146612,91;0,00;;5;86.547.619/0108-75;01/10/2008;31/10/2008
NF;;455892;;;;;;IPI;0,00;;0,00;0,00;146612,91;;5;86.547.619/0108-75;01/10/2008;31/10/2008
NF;1;455988;01;SC;36710,25;5905;5905;ICMS;0,00;0,00;0,00;36710,25;0,00;;5;86.547.619/0108-75;01/10/2008;31/10/2008
NF;;455893;;;;;;IPI;0,00;;0,00;0,00;36710,25;;5;86.547.619/0108-75;01/10/2008;31/10/2008
NF;1;455989;01;SC;7859,28;5905;5905;ICMS;0,00;0,00;0,00;7859,28;0,00;;5;86.547.619/0108-75;01/10/2008;31/10/2008
NF;;455894;;;;;;IPI;0,00;;0,00;0,00;7859,28;;5;86.547.619/0108-75;01/10/2008;31/10/2008
