especie;serie;numero;dia;uf;valor_contabil;codificacao_contabil;codificacao_fiscal;icms-ipi;base_calculo;aliq;imposto_debitado;nao-tributada;outras;obs;pagina;cnjp;data_ini;data_fin
NF;1;464953;01;SC;56448,00;5905;5905;ICMS;0,00;0,00;0,00;0,00;56448,00;;1;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464953;;;;;;IPI;0,00;;0,00;0,00;56448,00;;1;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;464954;01;SC;3615,00;5905;5905;ICMS;0,00;0,00;0,00;0,00;3615,00;;1;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464954;;;;;;IPI;0,00;;0,00;0,00;3615,00;;1;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;464955;01;SC;24796,80;5905;5905;ICMS;0,00;0,00;0,00;0,00;24796,80;;1;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464955;;;;;;IPI;0,00;;0,00;0,00;24796,80;;1;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;464956;01;SC;13824,00;5905;5905;ICMS;0,00;0,00;0,00;0,00;13824,00;;1;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464956;;;;;;IPI;0,00;;0,00;0,00;13824,00;;1;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;464957;01;SC;30931,20;5905;5905;ICMS;0,00;0,00;0,00;0,00;30931,20;;1;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464957;;;;;;IPI;0,00;;0,00;0,00;30931,20;;1;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;464958;01;SC;49356,00;5905;5905;ICMS;0,00;0,00;0,00;0,00;49356,00;;1;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464958;;;;;;IPI;0,00;;0,00;0,00;49356,00;;1;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;464959;01;SC;24840,00;5905;5905;ICMS;0,00;0,00;0,00;0,00;24840,00;;1;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464959;;;;;;IPI;0,00;;0,00;0,00;24840,00;;1;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;464960;01;SC;4811,40;5905;5905;ICMS;0,00;0,00;0,00;0,00;4811,40;;1;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464960;;;;;;IPI;0,00;;0,00;0,00;4811,40;;1;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;464961;01;SC;4550,40;5905;5905;ICMS;0,00;0,00;0,00;0,00;4550,40;;1;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464961;;;;;;IPI;0,00;;0,00;0,00;4550,40;;1;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;464962;01;SC;98712,00;5905;5905;ICMS;0,00;0,00;0,00;0,00;98712,00;;1;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464962;;;;;;IPI;0,00;;0,00;0,00;98712,00;;1;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;464963;01;SC;5928,00;5905;5905;ICMS;0,00;0,00;0,00;0,00;5928,00;;1;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464963;;;;;;IPI;0,00;;0,00;0,00;5928,00;;1;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;464964;01;SC;133032,00;5905;5905;ICMS;0,00;0,00;0,00;0,00;133032,00;;1;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464964;;;;;;IPI;0,00;;0,00;0,00;133032,00;;2;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;464965;01;SC;8164,08;5905;5905;ICMS;0,00;0,00;0,00;0,00;8164,08;;2;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464940;;;;;;IPI;0,00;;0,00;0,00;8164,08;;2;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;464966;01;SC;2745,60;5905;5905;ICMS;0,00;0,00;0,00;0,00;2745,60;;2;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464941;;;;;;IPI;0,00;;0,00;0,00;2745,60;;2;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;464967;01;SC;7646,40;5905;5905;ICMS;0,00;0,00;0,00;0,00;7646,40;;2;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464942;;;;;;IPI;0,00;;0,00;0,00;7646,40;;2;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;464968;01;SC;54038,48;5905;5905;ICMS;0,00;0,00;0,00;0,00;54038,48;;2;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464943;;;;;;IPI;0,00;;0,00;0,00;54038,48;;2;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;464969;01;SC;2510,24;5905;5905;ICMS;0,00;0,00;0,00;0,00;2510,24;;2;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464945;;;;;;IPI;0,00;;0,00;0,00;2510,24;;2;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;464970;01;SC;7473,60;5905;5905;ICMS;0,00;0,00;0,00;0,00;7473,60;;2;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464946;;;;;;IPI;0,00;;0,00;0,00;7473,60;;2;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;464971;01;SC;72657,00;5905;5905;ICMS;0,00;0,00;0,00;0,00;72657,00;;2;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464947;;;;;;IPI;0,00;;0,00;0,00;72657,00;;2;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;464972;01;SC;49337,60;5905;5905;ICMS;0,00;0,00;0,00;0,00;49337,60;;2;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464948;;;;;;IPI;0,00;;0,00;0,00;49337,60;;2;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;464973;01;SC;6682,52;5905;5905;ICMS;0,00;0,00;0,00;0,00;6682,52;;2;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464949;;;;;;IPI;0,00;;0,00;0,00;6682,52;;2;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;464974;01;SC;64603,95;5905;5905;ICMS;0,00;0,00;0,00;0,00;64603,95;;2;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464950;;;;;;IPI;0,00;;0,00;0,00;64603,95;;2;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;464975;01;SC;666,00;5905;5905;ICMS;0,00;0,00;0,00;0,00;666,00;;2;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464951;;;;;;IPI;0,00;;0,00;0,00;666,00;;2;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;464976;01;SC;4798,08;5905;5905;ICMS;0,00;0,00;0,00;0,00;4798,08;;2;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464952;;;;;;IPI;0,00;;0,00;0,00;4798,08;;2;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;464977;01;SC;7504,40;5905;5905;ICMS;0,00;0,00;0,00;0,00;7504,40;;2;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464953;;;;;;IPI;0,00;;0,00;0,00;7504,40;;2;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;464978;01;SC;10446,80;5905;5905;ICMS;0,00;0,00;0,00;0,00;10446,80;;2;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464954;;;;;;IPI;0,00;;0,00;0,00;10446,80;;2;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;464979;01;SC;7155,00;5905;5905;ICMS;0,00;0,00;0,00;0,00;7155,00;;2;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464955;;;;;;IPI;0,00;;0,00;0,00;7155,00;;2;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;464980;01;SC;3334,50;5905;5905;ICMS;0,00;0,00;0,00;0,00;3334,50;;2;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464956;;;;;;IPI;0,00;;0,00;0,00;3334,50;;2;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;464981;01;SC;7755,60;5905;5905;ICMS;0,00;0,00;0,00;0,00;7755,60;;2;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464957;;;;;;IPI;0,00;;0,00;0,00;7755,60;;2;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;464982;01;SC;1736,80;5905;5905;ICMS;0,00;0,00;0,00;0,00;1736,80;;2;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464958;;;;;;IPI;0,00;;0,00;0,00;1736,80;;2;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;464983;01;SC;4368,00;5905;5905;ICMS;0,00;0,00;0,00;0,00;4368,00;;2;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464959;;;;;;IPI;0,00;;0,00;0,00;4368,00;;2;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;464984;01;SC;7155,00;5905;5905;ICMS;0,00;0,00;0,00;0,00;7155,00;;2;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464960;;;;;;IPI;0,00;;0,00;0,00;7155,00;;2;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;464985;01;SC;3102,62;5905;5905;ICMS;0,00;0,00;0,00;0,00;3102,62;;2;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464961;;;;;;IPI;0,00;;0,00;0,00;3102,62;;2;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;464986;01;SC;46758,40;5905;5905;ICMS;0,00;0,00;0,00;0,00;46758,40;;2;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464962;;;;;;IPI;0,00;;0,00;0,00;46758,40;;2;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;464987;01;SC;2862,00;5905;5905;ICMS;0,00;0,00;0,00;0,00;2862,00;;2;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464963;;;;;;IPI;0,00;;0,00;0,00;2862,00;;2;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;464988;01;SC;7365,60;5905;5905;ICMS;0,00;0,00;0,00;0,00;7365,60;;3;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464940;;;;;;IPI;0,00;;0,00;0,00;7365,60;;3;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;464989;01;SC;37026,00;5905;5905;ICMS;0,00;0,00;0,00;0,00;37026,00;;3;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464941;;;;;;IPI;0,00;;0,00;0,00;37026,00;;3;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;464990;01;SC;13708,80;5905;5905;ICMS;0,00;0,00;0,00;0,00;13708,80;;3;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464942;;;;;;IPI;0,00;;0,00;0,00;13708,80;;3;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;464991;01;SC;45322,56;5905;5905;ICMS;0,00;0,00;0,00;0,00;45322,56;;3;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464943;;;;;;IPI;0,00;;0,00;0,00;45322,56;;3;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;464992;01;SC;10348,80;5905;5905;ICMS;0,00;0,00;0,00;0,00;10348,80;;3;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464944;;;;;;IPI;0,00;;0,00;0,00;10348,80;;3;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;464993;01;SC;11404,80;5905;5905;ICMS;0,00;0,00;0,00;0,00;11404,80;;3;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464946;;;;;;IPI;0,00;;0,00;0,00;11404,80;;3;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;464994;01;SC;66528,00;5905;5905;ICMS;0,00;0,00;0,00;0,00;66528,00;;3;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464947;;;;;;IPI;0,00;;0,00;0,00;66528,00;;3;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;464995;01;SC;14371,20;5905;5905;ICMS;0,00;0,00;0,00;0,00;14371,20;;3;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464948;;;;;;IPI;0,00;;0,00;0,00;14371,20;;3;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;464996;01;SC;8707,50;5905;5905;ICMS;0,00;0,00;0,00;0,00;8707,50;;3;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464949;;;;;;IPI;0,00;;0,00;0,00;8707,50;;3;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;464997;01;SC;46212,75;5905;5905;ICMS;0,00;0,00;0,00;0,00;46212,75;;3;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464950;;;;;;IPI;0,00;;0,00;0,00;46212,75;;3;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;464998;01;SC;35633,40;5905;5905;ICMS;0,00;0,00;0,00;0,00;35633,40;;3;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464951;;;;;;IPI;0,00;;0,00;0,00;35633,40;;3;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;464999;01;SC;24737,10;5905;5905;ICMS;0,00;0,00;0,00;0,00;24737,10;;3;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464952;;;;;;IPI;0,00;;0,00;0,00;24737,10;;3;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;465000;01;SC;60863,40;5905;5905;ICMS;0,00;0,00;0,00;0,00;60863,40;;3;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464953;;;;;;IPI;0,00;;0,00;0,00;60863,40;;3;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;465001;01;SC;3032,25;5905;5905;ICMS;0,00;0,00;0,00;0,00;3032,25;;3;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464954;;;;;;IPI;0,00;;0,00;0,00;3032,25;;3;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;465002;01;SC;45092,69;5905;5905;ICMS;0,00;0,00;0,00;0,00;45092,69;;3;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464955;;;;;;IPI;0,00;;0,00;0,00;45092,69;;3;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;465003;01;SC;14352,00;5905;5905;ICMS;0,00;0,00;0,00;0,00;14352,00;;3;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464956;;;;;;IPI;0,00;;0,00;0,00;14352,00;;3;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;465004;01;SC;99322,44;5905;5905;ICMS;0,00;0,00;0,00;99322,44;0,00;;3;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464957;;;;;;IPI;0,00;;0,00;0,00;99322,44;;3;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;465005;01;SC;104632,80;5905;5905;ICMS;0,00;0,00;0,00;104632,80;0,00;;3;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464958;;;;;;IPI;0,00;;0,00;0,00;104632,80;;3;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;465006;01;SC;98830,80;5905;5905;ICMS;0,00;0,00;0,00;98830,80;0,00;;3;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464959;;;;;;IPI;0,00;;0,00;0,00;98830,80;;3;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;465007;01;SC;114924,96;5905;5905;ICMS;0,00;0,00;0,00;114924,96;0,00;;3;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464960;;;;;;IPI;0,00;;0,00;0,00;114924,96;;3;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;465008;01;EX;167386,51;7501;7501;ICMS;0,00;0,00;0,00;167386,51;0,00;;3;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464961;;;;;;IPI;0,00;;0,00;0,00;167386,51;;3;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;465009;01;EX;136864,47;7127;7127;ICMS;0,00;0,00;0,00;136864,47;0,00;;3;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464962;;;;;;IPI;0,00;;0,00;0,00;136864,47;;3;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;465010;01;EX;119949,88;7501;7501;ICMS;0,00;0,00;0,00;119949,88;0,00;;3;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464963;;;;;;IPI;0,00;;0,00;0,00;119949,88;;3;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;465011;01;EX;135419,94;7501;7501;ICMS;0,00;0,00;0,00;135419,94;0,00;;3;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;465011;;;;;;IPI;0,00;;0,00;0,00;135419,94;;4;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;465012;01;SC;1955,70;5905;5905;ICMS;0,00;0,00;0,00;1955,70;0,00;;4;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464940;;;;;;IPI;0,00;;0,00;0,00;1955,70;;4;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;465013;01;SC;141700,00;5905;5905;ICMS;0,00;0,00;0,00;0,00;141700,00;;4;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464941;;;;;;IPI;0,00;;0,00;0,00;141700,00;;4;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;465014;01;SC;69363,58;5905;5905;ICMS;0,00;0,00;0,00;69363,58;0,00;;4;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464942;;;;;;IPI;0,00;;0,00;0,00;69363,58;;4;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;465015;01;SC;82616,95;5905;5905;ICMS;0,00;0,00;0,00;82616,95;0,00;;4;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464943;;;;;;IPI;0,00;;0,00;0,00;82616,95;;4;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;465016;01;SC;823,48;5905;5905;ICMS;0,00;0,00;0,00;823,48;0,00;;4;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464945;;;;;;IPI;0,00;;0,00;0,00;823,48;;4;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;465017;01;SC;27191,04;5905;5905;ICMS;0,00;0,00;0,00;27191,04;0,00;;4;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464946;;;;;;IPI;0,00;;0,00;0,00;27191,04;;4;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;465018;01;SC;15379,20;5905;5905;ICMS;0,00;0,00;0,00;15379,20;0,00;;4;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464947;;;;;;IPI;0,00;;0,00;0,00;15379,20;;4;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;465019;01;SC;69945,12;5905;5905;ICMS;0,00;0,00;0,00;69945,12;0,00;;4;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464948;;;;;;IPI;0,00;;0,00;0,00;69945,12;;4;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;465020;01;SC;72292,22;5905;5905;ICMS;0,00;0,00;0,00;72292,22;0,00;;4;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464949;;;;;;IPI;0,00;;0,00;0,00;72292,22;;4;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;465021;01;SC;67050,06;5905;5905;ICMS;0,00;0,00;0,00;67050,06;0,00;;4;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464950;;;;;;IPI;0,00;;0,00;0,00;67050,06;;4;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;465022;01;SC;101269,44;5905;5905;ICMS;0,00;0,00;0,00;101269,44;0,00;;4;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464951;;;;;;IPI;0,00;;0,00;0,00;101269,44;;4;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;465023;01;SC;70143,30;5905;5905;ICMS;0,00;0,00;0,00;70143,30;0,00;;4;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464952;;;;;;IPI;0,00;;0,00;0,00;70143,30;;4;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;465024;01;SC;41452,95;5905;5905;ICMS;0,00;0,00;0,00;41452,95;0,00;;4;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464953;;;;;;IPI;0,00;;0,00;0,00;41452,95;;4;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;465025;01;SC;21819,60;5905;5905;ICMS;0,00;0,00;0,00;21819,60;0,00;;4;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464954;;;;;;IPI;0,00;;0,00;0,00;21819,60;;4;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;465026;01;SC;84368,34;5905;5905;ICMS;0,00;0,00;0,00;84368,34;0,00;;4;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464955;;;;;;IPI;0,00;;0,00;0,00;84368,34;;4;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;465027;01;SC;18226,02;5905;5905;ICMS;0,00;0,00;0,00;18226,02;0,00;;4;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464956;;;;;;IPI;0,00;;0,00;0,00;18226,02;;4;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;465028;01;SC;57558,60;5905;5905;ICMS;0,00;0,00;0,00;0,00;57558,60;;4;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464957;;;;;;IPI;0,00;;0,00;0,00;57558,60;;4;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;465029;01;SC;26573,40;5905;5905;ICMS;0,00;0,00;0,00;0,00;26573,40;;4;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464958;;;;;;IPI;0,00;;0,00;0,00;26573,40;;4;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;465030;01;SC;3324,24;5905;5905;ICMS;0,00;0,00;0,00;0,00;3324,24;;4;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464959;;;;;;IPI;0,00;;0,00;0,00;3324,24;;4;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;465031;01;EX;41645,45;7127;7127;ICMS;0,00;0,00;0,00;41645,45;0,00;;4;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464960;;;;;;IPI;0,00;;0,00;0,00;41645,45;;4;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;465032;01;EX;100160,42;7127;7127;ICMS;0,00;0,00;0,00;100160,42;0,00;;4;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464961;;;;;;IPI;0,00;;0,00;0,00;100160,42;;4;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;465033;01;EX;43831,61;7127;7127;ICMS;0,00;0,00;0,00;43831,61;0,00;;4;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464962;;;;;;IPI;0,00;;0,00;0,00;43831,61;;4;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;465034;01;EX;140687,34;7501;7501;ICMS;0,00;0,00;0,00;140687,34;0,00;;4;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464963;;;;;;IPI;0,00;;0,00;0,00;140687,34;;4;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;465035;01;EX;58419,16;7501;7501;ICMS;0,00;0,00;0,00;58419,16;0,00;;5;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464940;;;;;;IPI;0,00;;0,00;0,00;58419,16;;5;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;465036;01;EX;58419,16;7501;7501;ICMS;0,00;0,00;0,00;58419,16;0,00;;5;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464941;;;;;;IPI;0,00;;0,00;0,00;58419,16;;5;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;465037;01;EX;61360,77;7501;7501;ICMS;0,00;0,00;0,00;61360,77;0,00;;5;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464942;;;;;;IPI;0,00;;0,00;0,00;61360,77;;5;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;465038;01;EX;64704,60;7501;7501;ICMS;0,00;0,00;0,00;64704,60;0,00;;5;86.547.619/0108-75;01/11/2008;30/11/2008
NF;;464943;;;;;;IPI;0,00;;0,00;0,00;64704,60;;5;86.547.619/0108-75;01/11/2008;30/11/2008
NF;1;465039;01;EX;30700,13;7127;7127;ICMS;0,00;0,00;0,00;30700,13;0,00;;5;86.547.619/0108-75;01/11/2008;30/11/2008
