data_entrada;especie;serie;numero;data_documento;codigo_emitente;uf_orig;valor_contabil;codificacao_contabil;codificacao_fiscal;icms-ipi;cod;base_calculo;aliq;imposto_creditado;obs;pagina;cnjp;data_ini;data_fin
01/10/2008;NF;;000023;;;;;;;IPI;3;1320,00;;0,0;;<Page:1>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000024;01/10/2008;301708;MS;12257,28;2501;2501;ICMS;3;12257,28;0,00;0,0;;<Page:2>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000001;;;;;;;IPI;3;12257,28;;0,0;;<Page:2>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000025;01/10/2008;301708;MS;4773,60;2501;2501;ICMS;3;4773,60;0,00;0,0;;<Page:2>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000002;;;;;;;IPI;3;4773,60;;0,0;;<Page:2>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000026;01/10/2008;301708;MS;2430,00;2501;2501;ICMS;3;2430,00;0,00;0,0;;<Page:2>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000003;;;;;;;IPI;3;2430,00;;0,0;;<Page:2>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000027;01/10/2008;301708;MS;56332,40;2501;2501;ICMS;3;56332,40;0,00;0,0;;<Page:2>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000004;;;;;;;IPI;3;56332,40;;0,0;;<Page:2>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000028;01/10/2008;301708;MS;22111,08;2501;2501;ICMS;3;22111,08;0,00;0,0;;<Page:2>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000005;;;;;;;IPI;3;22111,08;;0,0;;<Page:2>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000029;01/10/2008;301708;MS;48922,35;2501;2501;ICMS;3;48922,35;0,00;0,0;;<Page:2>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000006;;;;;;;IPI;3;48922,35;;0,0;;<Page:2>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000030;01/10/2008;301708;MS;31819,30;2501;2501;ICMS;3;31819,30;0,00;0,0;;<Page:2>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000007;;;;;;;IPI;3;31819,30;;0,0;;<Page:2>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000031;01/10/2008;301708;MS;15422,40;2501;2501;ICMS;3;15422,40;0,00;0,0;;<Page:2>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000008;;;;;;;IPI;3;15422,40;;0,0;;<Page:2>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000032;01/10/2008;301708;MS;66242,64;2501;2501;ICMS;3;66242,64;0,00;0,0;;<Page:2>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000009;;;;;;;IPI;3;66242,64;;0,0;;<Page:2>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000033;01/10/2008;301708;MS;14725,76;2501;2501;ICMS;3;14725,76;0,00;0,0;;<Page:2>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000010;;;;;;;IPI;3;14725,76;;0,0;;<Page:2>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000034;01/10/2008;301708;MS;3960,00;2501;2501;ICMS;3;3960,00;0,00;0,0;;<Page:2>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000011;;;;;;;IPI;3;3960,00;;0,0;;<Page:2>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000035;01/10/2008;301708;MS;95137,35;2501;2501;ICMS;3;95137,35;0,00;0,0;;<Page:2>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000012;;;;;;;IPI;3;95137,35;;0,0;;<Page:2>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000036;01/10/2008;301708;MS;1260,00;2501;2501;ICMS;3;1260,00;0,00;0,0;;<Page:2>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000013;;;;;;;IPI;3;1260,00;;0,0;;<Page:2>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000037;01/10/2008;301708;MS;15670,80;2501;2501;ICMS;3;15670,80;0,00;0,0;;<Page:2>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000014;;;;;;;IPI;3;15670,80;;0,0;;<Page:2>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000038;01/10/2008;301708;MS;2095,20;2501;2501;ICMS;3;2095,20;0,00;0,0;;<Page:2>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000015;;;;;;;IPI;3;2095,20;;0,0;;<Page:2>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000039;01/10/2008;301708;MS;81630,51;2501;2501;ICMS;3;81630,51;0,00;0,0;;<Page:2>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000016;;;;;;;IPI;3;81630,51;;0,0;;<Page:2>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000040;01/10/2008;301708;MS;11566,80;2501;2501;ICMS;3;11566,80;0,00;0,0;;<Page:2>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000017;;;;;;;IPI;3;11566,80;;0,0;;<Page:2>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000041;01/10/2008;301708;MS;3236,40;2501;2501;ICMS;3;3236,40;0,00;0,0;;<Page:2>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000018;;;;;;;IPI;3;3236,40;;0,0;;<Page:2>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000042;01/10/2008;301708;MS;6080,22;2501;2501;ICMS;3;6080,22;0,00;0,0;;<Page:2>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000019;;;;;;;IPI;3;6080,22;;0,0;;<Page:2>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000043;01/10/2008;301708;MS;107146,24;2501;2501;ICMS;3;107146,24;0,00;0,0;;<Page:2>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000020;;;;;;;IPI;3;107146,24;;0,0;;<Page:2>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000044;01/10/2008;301708;MS;117068,80;2501;2501;ICMS;3;117068,80;0,00;0,0;;<Page:2>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000021;;;;;;;IPI;3;117068,80;;0,0;;<Page:2>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000045;01/10/2008;301708;MS;97,50;2501;2501;ICMS;3;97,50;0,00;0,0;;<Page:2>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000022;;;;;;;IPI;3;97,50;;0,0;;<Page:2>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000046;01/10/2008;301708;MS;124680,00;2501;2501;ICMS;3;124680,00;0,00;0,0;;<Page:2>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000023;;;;;;;IPI;3;124680,00;;0,0;;<Page:2>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000047;01/10/2008;301708;MS;26624,64;2501;2501;ICMS;3;26624,64;0,00;0,0;;<Page:3>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000001;;;;;;;IPI;3;26624,64;;0,0;;<Page:3>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000048;01/10/2008;301708;MS;11492,40;2501;2501;ICMS;3;11492,40;0,00;0,0;;<Page:3>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000002;;;;;;;IPI;3;11492,40;;0,0;;<Page:3>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000049;01/10/2008;301708;MS;42980,70;2501;2501;ICMS;3;42980,70;0,00;0,0;;<Page:3>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000003;;;;;;;IPI;3;42980,70;;0,0;;<Page:3>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000050;01/10/2008;301708;MS;395266,50;2501;2501;ICMS;3;395266,50;0,00;0,0;;<Page:3>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000004;;;;;;;IPI;3;395266,50;;0,0;;<Page:3>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000051;01/10/2008;301708;MS;1423,00;2501;2501;ICMS;3;1423,00;0,00;0,0;;<Page:3>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000005;;;;;;;IPI;3;1423,00;;0,0;;<Page:3>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000052;01/10/2008;301708;MS;2992,50;2501;2501;ICMS;3;2992,50;0,00;0,0;;<Page:3>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000006;;;;;;;IPI;3;2992,50;;0,0;;<Page:3>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000053;01/10/2008;301708;MS;2664,37;2501;2501;ICMS;3;2664,37;0,00;0,0;;<Page:3>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000007;;;;;;;IPI;3;2664,37;;0,0;;<Page:3>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000054;01/10/2008;301708;MS;239,40;2501;2501;ICMS;3;239,40;0,00;0,0;;<Page:3>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000008;;;;;;;IPI;3;239,40;;0,0;;<Page:3>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000055;01/10/2008;301708;MS;49767,50;2501;2501;ICMS;3;49767,50;0,00;0,0;;<Page:3>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000009;;;;;;;IPI;3;49767,50;;0,0;;<Page:3>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000056;01/10/2008;301708;MS;214809,00;2501;2501;ICMS;3;214809,00;0,00;0,0;;<Page:3>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000010;;;;;;;IPI;3;214809,00;;0,0;;<Page:3>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000057;01/10/2008;301708;MS;17292,00;2501;2501;ICMS;3;17292,00;0,00;0,0;;<Page:3>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000011;;;;;;;IPI;3;17292,00;;0,0;;<Page:3>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000058;01/10/2008;301708;MS;7994,70;2501;2501;ICMS;3;7994,70;0,00;0,0;;<Page:3>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000012;;;;;;;IPI;3;7994,70;;0,0;;<Page:3>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000059;01/10/2008;301708;MS;1944,00;2501;2501;ICMS;3;1944,00;0,00;0,0;;<Page:3>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000013;;;;;;;IPI;3;1944,00;;0,0;;<Page:3>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000060;01/10/2008;301708;MS;229,45;2501;2501;ICMS;3;229,45;0,00;0,0;;<Page:3>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000014;;;;;;;IPI;3;229,45;;0,0;;<Page:3>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000061;01/10/2008;301708;MS;48,72;2501;2501;ICMS;3;48,72;0,00;0,0;;<Page:3>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000015;;;;;;;IPI;3;48,72;;0,0;;<Page:3>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;CT;U;000061;01/10/2008;307222;SC;1464,64;1353;1353;ICMS;1;1464,64;17,00;248,9;;<Page:3>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000062;01/10/2008;301708;MS;350549,76;2501;2501;ICMS;3;350549,76;0,00;0,0;;<Page:3>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000016;;;;;;;IPI;3;350549,76;;0,0;;<Page:3>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;CT;U;000062;01/10/2008;307222;SC;1464,64;1353;1353;ICMS;1;1464,64;17,00;248,9;;<Page:3>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000063;01/10/2008;301708;MS;57684,48;2501;2501;ICMS;3;57684,48;0,00;0,0;;<Page:3>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000018;;;;;;;IPI;3;57684,48;;0,0;;<Page:3>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000064;01/10/2008;301708;MS;97571,84;2501;2501;ICMS;3;97571,84;0,00;0,0;;<Page:3>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000019;;;;;;;IPI;3;97571,84;;0,0;;<Page:3>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000065;01/10/2008;301708;MS;85038,08;2501;2501;ICMS;3;85038,08;0,00;0,0;;<Page:3>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000020;;;;;;;IPI;3;85038,08;;0,0;;<Page:3>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;CT;U;000065;01/10/2008;307222;SC;1464,64;1353;1353;ICMS;1;1464,64;17,00;248,9;;<Page:3>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000066;01/10/2008;301708;MS;1041012,00;2501;2501;ICMS;3;1041012,00;0,00;0,0;;<Page:3>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000021;;;;;;;IPI;3;1041012,00;;0,0;;<Page:3>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000067;01/10/2008;301708;MS;51620,40;2501;2501;ICMS;3;51620,40;0,00;0,0;;<Page:3>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000022;;;;;;;IPI;3;51620,40;;0,0;;<Page:3>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;CT;U;000067;01/10/2008;307222;SC;1464,64;1353;1353;ICMS;1;1464,64;17,00;248,9;;<Page:3>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000068;01/10/2008;301708;MS;56305,92;2501;2501;ICMS;3;56305,92;0,00;0,0;;<Page:4>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000001;;;;;;;IPI;3;56305,92;;0,0;;<Page:4>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;CT;U;000068;01/10/2008;307222;SC;1464,64;1353;1353;ICMS;1;1464,64;17,00;248,9;;<Page:4>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000069;01/10/2008;301708;MS;184753,80;2501;2501;ICMS;3;184753,80;0,00;0,0;;<Page:4>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000002;;;;;;;IPI;3;184753,80;;0,0;;<Page:4>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;CT;U;000069;01/10/2008;307222;SC;1464,64;1353;1353;ICMS;1;1464,64;17,00;248,9;;<Page:4>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000070;01/10/2008;301708;MS;1619352,00;2501;2501;ICMS;3;1619352,00;0,00;0,0;;<Page:4>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000004;;;;;;;IPI;3;1619352,00;;0,0;;<Page:4>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000071;01/10/2008;301708;MS;24918,60;2501;2501;ICMS;3;24918,60;0,00;0,0;;<Page:4>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000005;;;;;;;IPI;3;24918,60;;0,0;;<Page:4>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000072;01/10/2008;301708;MS;431984,00;2501;2501;ICMS;3;431984,00;0,00;0,0;;<Page:4>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000006;;;;;;;IPI;3;431984,00;;0,0;;<Page:4>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000073;01/10/2008;301708;MS;302829,60;2501;2501;ICMS;3;302829,60;0,00;0,0;;<Page:4>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000007;;;;;;;IPI;3;302829,60;;0,0;;<Page:4>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000074;01/10/2008;301708;MS;546196,80;2501;2501;ICMS;3;546196,80;0,00;0,0;;<Page:4>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000008;;;;;;;IPI;3;546196,80;;0,0;;<Page:4>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000075;01/10/2008;301708;MS;11137,40;2501;2501;ICMS;3;11137,40;0,00;0,0;;<Page:4>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000009;;;;;;;IPI;3;11137,40;;0,0;;<Page:4>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000076;01/10/2008;301708;MS;15785,28;2501;2501;ICMS;3;15785,28;0,00;0,0;;<Page:4>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000010;;;;;;;IPI;3;15785,28;;0,0;;<Page:4>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000077;01/10/2008;301708;MS;3478,31;2501;2501;ICMS;3;3478,31;0,00;0,0;;<Page:4>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000011;;;;;;;IPI;3;3478,31;;0,0;;<Page:4>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000078;01/10/2008;301708;MS;23379,48;2501;2501;ICMS;3;23379,48;0,00;0,0;;<Page:4>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000012;;;;;;;IPI;3;23379,48;;0,0;;<Page:4>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000079;01/10/2008;301708;MS;55985,44;2501;2501;ICMS;3;55985,44;0,00;0,0;;<Page:4>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000013;;;;;;;IPI;3;55985,44;;0,0;;<Page:4>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000080;01/10/2008;301708;MS;50151,00;2501;2501;ICMS;3;50151,00;0,00;0,0;;<Page:4>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000014;;;;;;;IPI;3;50151,00;;0,0;;<Page:4>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000081;01/10/2008;301708;MS;234,84;2501;2501;ICMS;3;234,84;0,00;0,0;;<Page:4>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000015;;;;;;;IPI;3;234,84;;0,0;;<Page:4>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000082;01/10/2008;301708;MS;18113,31;2501;2501;ICMS;3;18113,31;0,00;0,0;;<Page:4>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000016;;;;;;;IPI;3;18113,31;;0,0;;<Page:4>;86.547.619/0108-75;01/10/2008;31/10/2008
01/10/2008;NF;;000083;01/10/2008;301708;MS;31670,10;2501;2501;ICMS;3;31670,10;0,00;0,0;;<Page:4>;86.547.619/0108-75;01/10/2008;31/10/2008
