especie;serie;numero;dia;uf;valor_contabil;codificacao_contabil;codificacao_fiscal;icms-ipi;base_calculo;aliq;imposto_debitado;nao-tributada;outras;obs;pagina;cnjp;data_ini;data_fin
NF;1;010964;02;MS;15679,80;6503;6503;ICMS;0,00;0,00;0,00;0,00;15679,80;Devolução da NF: 000856;2;86.547.619/0108-75;01/01/2009;31/01/2009
NF;;010938;;;;;;IPI;0,00;;0,00;0,00;15679,80;;2;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;010965;02;MS;19251,00;6503;6503;ICMS;0,00;0,00;0,00;0,00;19251,00;Devolução da NF: 000930;2;86.547.619/0108-75;01/01/2009;31/01/2009
NF;;010939;;;;;;IPI;0,00;;0,00;0,00;19251,00;;2;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;010966;02;SC;155980,00;5905;5905;ICMS;0,00;0,00;0,00;0,00;155980,00;;2;86.547.619/0108-75;01/01/2009;31/01/2009
NF;;010942;;;;;;IPI;0,00;;0,00;0,00;155980,00;;2;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;010967;02;SC;2432,00;5905;5905;ICMS;0,00;0,00;0,00;0,00;2432,00;;2;86.547.619/0108-75;01/01/2009;31/01/2009
NF;;010943;;;;;;IPI;0,00;;0,00;0,00;2432,00;;2;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;010968;02;SC;62538,80;5905;5905;ICMS;0,00;0,00;0,00;0,00;62538,80;;2;86.547.619/0108-75;01/01/2009;31/01/2009
NF;;010944;;;;;;IPI;0,00;;0,00;0,00;62538,80;;2;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;010969;02;SC;15098,40;5905;5905;ICMS;0,00;0,00;0,00;0,00;15098,40;;2;86.547.619/0108-75;01/01/2009;31/01/2009
NF;;010945;;;;;;IPI;0,00;;0,00;0,00;15098,40;;2;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;010970;02;SC;26244,00;5905;5905;ICMS;0,00;0,00;0,00;0,00;26244,00;;2;86.547.619/0108-75;01/01/2009;31/01/2009
NF;;010946;;;;;;IPI;0,00;;0,00;0,00;26244,00;;2;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;010971;02;SC;6609,60;5905;5905;ICMS;0,00;0,00;0,00;0,00;6609,60;;2;86.547.619/0108-75;01/01/2009;31/01/2009
NF;;010947;;;;;;IPI;0,00;;0,00;0,00;6609,60;;2;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;010972;02;SC;41018,40;5905;5905;ICMS;0,00;0,00;0,00;0,00;41018,40;;2;86.547.619/0108-75;01/01/2009;31/01/2009
NF;;010948;;;;;;IPI;0,00;;0,00;0,00;41018,40;;2;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;010973;02;SC;8594,88;5905;5905;ICMS;0,00;0,00;0,00;0,00;8594,88;;2;86.547.619/0108-75;01/01/2009;31/01/2009
NF;;010949;;;;;;IPI;0,00;;0,00;0,00;8594,88;;2;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;010974;02;SC;29548,80;5905;5905;ICMS;0,00;0,00;0,00;0,00;29548,80;;2;86.547.619/0108-75;01/01/2009;31/01/2009
NF;;010950;;;;;;IPI;0,00;;0,00;0,00;29548,80;;2;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;010975;02;SC;28724,41;5905;5905;ICMS;0,00;0,00;0,00;0,00;28724,41;;2;86.547.619/0108-75;01/01/2009;31/01/2009
NF;;010951;;;;;;IPI;0,00;;0,00;0,00;28724,41;;2;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;010976;02;SC;68607,00;5905;5905;ICMS;0,00;0,00;0,00;0,00;68607,00;;3;86.547.619/0108-75;01/01/2009;31/01/2009
NF;;010927;;;;;;IPI;0,00;;0,00;0,00;68607,00;;3;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;010977;02;SC;3045,60;5905;5905;ICMS;0,00;0,00;0,00;0,00;3045,60;;3;86.547.619/0108-75;01/01/2009;31/01/2009
NF;;010928;;;;;;IPI;0,00;;0,00;0,00;3045,60;;3;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;010978;02;SC;12091,52;5905;5905;ICMS;0,00;0,00;0,00;0,00;12091,52;;3;86.547.619/0108-75;01/01/2009;31/01/2009
NF;;010929;;;;;;IPI;0,00;;0,00;0,00;12091,52;;3;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;010979;02;SC;40897,50;5905;5905;ICMS;0,00;0,00;0,00;0,00;40897,50;;3;86.547.619/0108-75;01/01/2009;31/01/2009
NF;;010930;;;;;;IPI;0,00;;0,00;0,00;40897,50;;3;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;010980;02;EX;149269,93;7501;7501;ICMS;0,00;0,00;0,00;149269,93;0,00;;3;86.547.619/0108-75;01/01/2009;31/01/2009
NF;;010931;;;;;;IPI;0,00;;0,00;0,00;149269,93;;3;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;010981;02;EX;26557,80;7127;7127;ICMS;0,00;0,00;0,00;26557,80;0,00;;3;86.547.619/0108-75;01/01/2009;31/01/2009
NF;;010932;;;;;;IPI;0,00;;0,00;0,00;26557,80;;3;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;010982;02;EX;65066,30;7949;7949;ICMS;0,00;0,00;0,00;65066,30;0,00;;3;86.547.619/0108-75;01/01/2009;31/01/2009
NF;;010933;;;;;;IPI;0,00;;0,00;0,00;65066,30;;3;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;010983;02;EX;51680,00;7949;7949;ICMS;0,00;0,00;0,00;51680,00;0,00;;3;86.547.619/0108-75;01/01/2009;31/01/2009
NF;;010934;;;;;;IPI;0,00;;0,00;0,00;51680,00;;3;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;010984;02;EX;29292,00;7949;7949;ICMS;0,00;0,00;0,00;29292,00;0,00;;3;86.547.619/0108-75;01/01/2009;31/01/2009
NF;;010935;;;;;;IPI;0,00;;0,00;0,00;29292,00;;3;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;010985;02;SC;129181,80;5905;5905;ICMS;0,00;0,00;0,00;0,00;129181,80;;3;86.547.619/0108-75;01/01/2009;31/01/2009
NF;;010936;;;;;;IPI;0,00;;0,00;0,00;129181,80;;3;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;010986;02;SC;9442,20;5905;5905;ICMS;0,00;0,00;0,00;0,00;9442,20;;3;86.547.619/0108-75;01/01/2009;31/01/2009
NF;;010937;;;;;;IPI;0,00;;0,00;0,00;9442,20;;3;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;010987;02;SC;19145,16;5905;5905;ICMS;0,00;0,00;0,00;0,00;19145,16;;3;86.547.619/0108-75;01/01/2009;31/01/2009
NF;;010938;;;;;;IPI;0,00;;0,00;0,00;19145,16;;3;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;010988;02;SC;17729,28;5905;5905;ICMS;0,00;0,00;0,00;0,00;17729,28;;3;86.547.619/0108-75;01/01/2009;31/01/2009
NF;;010939;;;;;;IPI;0,00;;0,00;0,00;17729,28;;3;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;010989;02;SC;13164,45;5905;5905;ICMS;0,00;0,00;0,00;13164,45;0,00;;3;86.547.619/0108-75;01/01/2009;31/01/2009
NF;;010942;;;;;;IPI;0,00;;0,00;0,00;13164,45;;3;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;010990;02;SC;112605,00;5905;5905;ICMS;0,00;0,00;0,00;112605,00;0,00;;3;86.547.619/0108-75;01/01/2009;31/01/2009
NF;;010943;;;;;;IPI;0,00;;0,00;0,00;112605,00;;3;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;010991;02;SP;72545,68;6905;6905;ICMS;72545,68;12,00;8705,48;0,00;0,00;;3;86.547.619/0108-75;01/01/2009;31/01/2009
NF;;010944;;;;;;IPI;0,00;;0,00;0,00;72545,68;;3;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;010992;02;SC;77250,00;5905;5905;ICMS;0,00;0,00;0,00;77250,00;0,00;;3;86.547.619/0108-75;01/01/2009;31/01/2009
NF;;010945;;;;;;IPI;0,00;;0,00;0,00;77250,00;;3;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;010993;02;SC;75982,50;5905;5905;ICMS;0,00;0,00;0,00;75982,50;0,00;;3;86.547.619/0108-75;01/01/2009;31/01/2009
NF;;010946;;;;;;IPI;0,00;;0,00;0,00;75982,50;;3;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;010994;02;SC;75982,50;5905;5905;ICMS;0,00;0,00;0,00;75982,50;0,00;;3;86.547.619/0108-75;01/01/2009;31/01/2009
NF;;010947;;;;;;IPI;0,00;;0,00;0,00;75982,50;;3;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;010995;02;SC;77250,00;5905;5905;ICMS;0,00;0,00;0,00;77250,00;0,00;;3;86.547.619/0108-75;01/01/2009;31/01/2009
NF;;010948;;;;;;IPI;0,00;;0,00;0,00;77250,00;;3;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;010996;02;EX;;;;;;;;;;Cancelada;3;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;010997;02;EX;;;;;;;;;;Cancelada;3;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;010998;02;EX;46827,89;7501;7501;ICMS;0,00;0,00;0,00;46827,89;0,00;;3;86.547.619/0108-75;01/01/2009;31/01/2009
NF;;010950;;;;;;IPI;0,00;;0,00;0,00;46827,89;;3;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;010999;02;MS;4641,36;6503;6503;ICMS;0,00;0,00;0,00;0,00;4641,36;Devolução da NF: 000244;3;86.547.619/0108-75;01/01/2009;31/01/2009
NF;;010951;;;;;;IPI;0,00;;0,00;0,00;4641,36;;3;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;011000;02;MS;12582,00;6503;6503;ICMS;0,00;0,00;0,00;0,00;12582,00;Devolução da NF: 000091;3;86.547.619/0108-75;01/01/2009;31/01/2009
NF;;011000;;;;;;IPI;0,00;;0,00;0,00;12582,00;;4;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;011001;02;MS;1342,08;6503;6503;ICMS;0,00;0,00;0,00;0,00;1342,08;Devolução da NF: 000262;4;86.547.619/0108-75;01/01/2009;31/01/2009
NF;;010927;;;;;;IPI;0,00;;0,00;0,00;1342,08;;4;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;011002;02;MS;2796,00;6503;6503;ICMS;0,00;0,00;0,00;0,00;2796,00;Devolução da NF: 000340;4;86.547.619/0108-75;01/01/2009;31/01/2009
NF;;010928;;;;;;IPI;0,00;;0,00;0,00;2796,00;;4;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;011003;02;MS;2292,72;6503;6503;ICMS;0,00;0,00;0,00;0,00;2292,72;Devolução da NF: 000415;4;86.547.619/0108-75;01/01/2009;31/01/2009
NF;;010929;;;;;;IPI;0,00;;0,00;0,00;2292,72;;4;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;011004;02;MS;3858,48;6503;6503;ICMS;0,00;0,00;0,00;0,00;3858,48;Devolução da NF: 000640;4;86.547.619/0108-75;01/01/2009;31/01/2009
NF;;010930;;;;;;IPI;0,00;;0,00;0,00;3858,48;;4;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;011005;02;MS;1230,24;6503;6503;ICMS;0,00;0,00;0,00;0,00;1230,24;Devolução da NF: 000760;4;86.547.619/0108-75;01/01/2009;31/01/2009
NF;;010931;;;;;;IPI;0,00;;0,00;0,00;1230,24;;4;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;011006;02;MS;7045,92;6503;6503;ICMS;0,00;0,00;0,00;0,00;7045,92;Devolução da NF: 000777;4;86.547.619/0108-75;01/01/2009;31/01/2009
NF;;010932;;;;;;IPI;0,00;;0,00;0,00;7045,92;;4;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;011007;02;MS;6151,20;6503;6503;ICMS;0,00;0,00;0,00;0,00;6151,20;Devolução da NF: 000856;4;86.547.619/0108-75;01/01/2009;31/01/2009
NF;;010933;;;;;;IPI;0,00;;0,00;0,00;6151,20;;4;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;011008;02;MS;2796,00;6503;6503;ICMS;0,00;0,00;0,00;0,00;2796,00;Devolução da NF: 000930;4;86.547.619/0108-75;01/01/2009;31/01/2009
NF;;010934;;;;;;IPI;0,00;;0,00;0,00;2796,00;;4;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;011009;02;MS;3970,32;6503;6503;ICMS;0,00;0,00;0,00;0,00;3970,32;Devolução da NF: 001167;4;86.547.619/0108-75;01/01/2009;31/01/2009
NF;;010935;;;;;;IPI;0,00;;0,00;0,00;3970,32;;4;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;011010;02;MS;15881,28;6503;6503;ICMS;0,00;0,00;0,00;0,00;15881,28;Devolução da NF: 001233;4;86.547.619/0108-75;01/01/2009;31/01/2009
NF;;010936;;;;;;IPI;0,00;;0,00;0,00;15881,28;;4;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;011011;02;MS;8499,84;6503;6503;ICMS;0,00;0,00;0,00;0,00;8499,84;Devolução da NF: 001268;4;86.547.619/0108-75;01/01/2009;31/01/2009
NF;;010937;;;;;;IPI;0,00;;0,00;0,00;8499,84;;4;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;011012;02;MS;2963,76;6503;6503;ICMS;0,00;0,00;0,00;0,00;2963,76;Devolução da NF: 001311;4;86.547.619/0108-75;01/01/2009;31/01/2009
NF;;010938;;;;;;IPI;0,00;;0,00;0,00;2963,76;;4;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;011013;02;EX;68425,27;7501;7501;ICMS;0,00;0,00;0,00;68425,27;0,00;;4;86.547.619/0108-75;01/01/2009;31/01/2009
NF;;010939;;;;;;IPI;0,00;;0,00;0,00;68425,27;;4;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;011014;02;MS;1286,16;6503;6503;ICMS;0,00;0,00;0,00;0,00;1286,16;Devolução da NF: 001355;4;86.547.619/0108-75;01/01/2009;31/01/2009
NF;;010942;;;;;;IPI;0,00;;0,00;0,00;1286,16;;4;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;011015;02;MS;10401,12;6503;6503;ICMS;0,00;0,00;0,00;0,00;10401,12;Devolução da NF: 001395;4;86.547.619/0108-75;01/01/2009;31/01/2009
NF;;010943;;;;;;IPI;0,00;;0,00;0,00;10401,12;;4;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;011016;02;MS;7269,60;6503;6503;ICMS;0,00;0,00;0,00;0,00;7269,60;Devolução da NF: 001403;4;86.547.619/0108-75;01/01/2009;31/01/2009
NF;;010944;;;;;;IPI;0,00;;0,00;0,00;7269,60;;4;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;011017;02;MS;8052,48;6503;6503;ICMS;0,00;0,00;0,00;0,00;8052,48;Devolução da NF: 001511;4;86.547.619/0108-75;01/01/2009;31/01/2009
NF;;010945;;;;;;IPI;0,00;;0,00;0,00;8052,48;;4;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;011018;02;MS;2013,12;6503;6503;ICMS;0,00;0,00;0,00;0,00;2013,12;Devolução da NF: 001521;4;86.547.619/0108-75;01/01/2009;31/01/2009
NF;;010946;;;;;;IPI;0,00;;0,00;0,00;2013,12;;4;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;011019;02;MS;4417,68;6503;6503;ICMS;0,00;0,00;0,00;0,00;4417,68;Devolução da NF: 001688;4;86.547.619/0108-75;01/01/2009;31/01/2009
NF;;010947;;;;;;IPI;0,00;;0,00;0,00;4417,68;;4;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;011020;02;EX;68457,06;7501;7501;ICMS;0,00;0,00;0,00;68457,06;0,00;;4;86.547.619/0108-75;01/01/2009;31/01/2009
NF;;010948;;;;;;IPI;0,00;;0,00;0,00;68457,06;;4;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;011021;02;EX;31579,10;7949;7949;ICMS;0,00;0,00;0,00;31579,10;0,00;;4;86.547.619/0108-75;01/01/2009;31/01/2009
NF;;010949;;;;;;IPI;0,00;;0,00;0,00;31579,10;;4;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;011022;02;EX;60904,03;7127;7127;ICMS;0,00;0,00;0,00;60904,03;0,00;;4;86.547.619/0108-75;01/01/2009;31/01/2009
NF;;010950;;;;;;IPI;0,00;;0,00;0,00;60904,03;;4;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;011023;02;EX;28034,12;7501;7501;ICMS;0,00;0,00;0,00;28034,12;0,00;;4;86.547.619/0108-75;01/01/2009;31/01/2009
NF;;010951;;;;;;IPI;0,00;;0,00;0,00;28034,12;;4;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;011024;02;EX;44491,71;7501;7501;ICMS;0,00;0,00;0,00;44491,71;0,00;;5;86.547.619/0108-75;01/01/2009;31/01/2009
NF;;010927;;;;;;IPI;0,00;;0,00;0,00;44491,71;;5;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;011025;02;EX;30727,01;7127;7127;ICMS;0,00;0,00;0,00;30727,01;0,00;;5;86.547.619/0108-75;01/01/2009;31/01/2009
NF;;010928;;;;;;IPI;0,00;;0,00;0,00;30727,01;;5;86.547.619/0108-75;01/01/2009;31/01/2009
NF;1;011026;02;EX;76920,60;7501;7501;ICMS;0,00;0,00;0,00;76920,60;0,00;;5;86.547.619/0108-75;01/01/2009;31/01/2009
